10000
100,;
7262,7361,;
7263,7362,;
7264,7363,;
7265,7364,;
7266,7365,;
7267,7366,;
7268,7367,;
7269,7368,;
7270,7369,;
7271,7370,;
7272,7371,;
7273,7372,;
7274,7373,;
7374,;
7274,7375,;
7275,7376,;
7276,7377,;
7277,7378,;
7278,7379,;
7279,7380,;
7280,7381,;
7281,7382,;
7282,7383,;
7283,7384,;
7284,7385,;
7285,7386,;
7286,7387,;
7287,7388,;
7288,7389,;
7289,7390,;
7290,7391,;
7291,7392,;
7292,7393,;
7293,7394,;
7294,7395,;
7295,7396,;
7296,7397,;
7297,7398,;
7298,7399,;
7301,7400,;
7302,7401,;
7303,7402,;
7304,7403,;
7305,7404,;
7306,7405,;
7307,7406,;
7308,7407,;
7309,7408,;
7310,7409,;
7311,7410,;
7312,7411,;
7313,7412,;
7314,7413,;
7315,7414,;
7316,7415,;
7317,7416,;
7318,7417,;
7319,7418,;
7320,7419,;
7321,7420,;
7322,7421,;
7323,7422,;
7324,7423,;
7424,;
7324,7425,;
7325,7426,;
7326,7427,;
7327,7428,;
7328,7429,;
7329,7430,;
7330,7431,;
7331,7432,;
7332,7433,;
7333,7434,;
7334,7435,;
7335,7436,;
7336,7437,;
7337,7438,;
7338,7439,;
7339,7440,;
7340,7441,;
7341,7442,;
7342,7443,;
7343,7444,;
7344,7445,;
7345,7446,;
7346,7447,;
7347,7448,;
7348,7350,7449,;
7351,7450,;
7352,7451,;
7353,7452,;
7354,7453,;
7355,7454,;
7356,7455,;
7357,7456,;
7358,7457,;
7359,7458,;
7360,7459,;
7361,7460,;
7362,7461,;
7363,7462,;
7364,7463,;
7365,7464,;
7366,7465,;
7367,7466,;
7368,7467,;
7369,7468,;
7370,7469,;
7371,7470,;
7372,7471,;
7373,7472,;
7374,7473,;
7474,;
7374,7475,;
7375,7476,;
7376,7477,;
7377,7478,;
7378,7479,;
7379,7480,;
7380,7481,;
7381,7482,;
7382,7483,;
7383,7484,;
7384,7485,;
7385,7486,;
7386,7487,;
7387,7488,;
7388,7489,;
7389,7490,;
7390,7491,;
7391,7492,;
7392,7493,;
7393,7494,;
7394,7495,;
7395,7496,;
7396,7497,;
7397,7498,;
7398,7499,;
7401,7500,;
7402,7501,;
7403,7502,;
7404,7503,;
7405,7504,;
7406,7505,;
7407,7506,;
7408,7507,;
7409,7508,;
7410,7509,;
7411,7510,;
7412,7511,;
7413,7512,;
7414,7513,;
7415,7514,;
7416,7515,;
7417,7516,;
7418,7517,;
7419,7518,;
7420,7519,;
7421,7520,;
7422,7521,;
7423,7522,;
7424,7523,;
7524,;
7424,7525,;
7425,7526,;
7426,7527,;
7427,7528,;
7428,7529,;
7429,7530,;
7430,7531,;
7431,7532,;
7432,7533,;
7433,7534,;
7434,7535,;
7435,7536,;
7436,7537,;
7437,7538,;
7438,7539,;
7439,7540,;
7440,7541,;
7441,7542,;
7442,7543,;
7443,7544,;
7444,7545,;
7445,7546,;
7446,7547,;
7447,7548,;
7448,7450,7549,;
7451,7550,;
7452,7551,;
7453,7552,;
7454,7553,;
7455,7554,;
7456,7555,;
7457,7556,;
7458,7557,;
7459,7558,;
7460,7559,;
7461,7560,;
7462,7561,;
7463,7562,;
7464,7563,;
7465,7564,;
7466,7565,;
7467,7566,;
7468,7567,;
7469,7568,;
7470,7569,;
7471,7570,;
7472,7571,;
7473,7572,;
7474,7573,;
7574,;
7474,7575,;
7475,7576,;
7476,7577,;
7477,7578,;
7478,7579,;
7479,7580,;
7480,7581,;
7481,7582,;
7482,7583,;
7483,7584,;
7484,7585,;
7485,7586,;
7486,7587,;
7487,7588,;
7488,7589,;
7489,7590,;
7490,7591,;
7491,7592,;
7492,7593,;
7493,7594,;
7494,7595,;
7495,7596,;
7496,7597,;
7497,7598,;
7498,7599,;
7501,7600,;
7502,7601,;
7503,7602,;
7504,7603,;
7505,7604,;
7506,7605,;
7507,7606,;
7508,7607,;
7509,7608,;
7510,7609,;
7511,7610,;
7512,7611,;
7513,7612,;
7514,7613,;
7515,7614,;
7516,7615,;
7517,7616,;
7518,7617,;
7519,7618,;
7520,7619,;
7521,7620,;
7522,;
7523,;
7524,;
;
7524,;
7525,;
7526,;
7527,7628,;
7528,7629,;
7529,7630,;
7530,7631,;
7531,7632,;
7532,7633,;
7533,7634,;
7534,7635,;
7535,7636,;
7536,7637,;
7537,7638,;
7538,7639,;
7539,7640,;
7540,7641,;
7541,7642,;
7542,7643,;
7543,7644,;
7544,7645,;
7545,7646,;
7546,7647,;
7547,7549,7648,;
7550,7649,;
7551,7650,;
7552,7651,;
7553,7652,;
7554,7653,;
7555,7654,;
7556,7655,;
7557,7656,;
7558,7657,;
7559,7658,;
7560,7659,;
7561,7660,;
7562,7661,;
7563,7662,;
7564,7663,;
7565,7664,;
7566,7665,;
7567,7666,;
7568,7667,;
7569,7668,;
7570,7669,;
7571,7670,;
7572,7671,;
7573,;
7574,;
;
7574,;
7575,;
7576,7677,;
7577,7678,;
7578,7679,;
7579,7680,;
7580,7681,;
7581,7682,;
7582,7683,;
7583,7684,;
7584,7685,;
7585,7686,;
7586,7687,;
7587,7688,;
7588,7689,;
7589,7690,;
7590,7691,;
7591,7692,;
7592,7693,;
7593,7694,;
7594,7695,;
7595,7696,;
7596,7697,;
7597,7698,;
7598,7699,;
7601,7700,;
7602,7701,;
7603,7702,;
7604,7703,;
7605,7704,;
7606,7705,;
7607,7706,;
7608,7707,;
7609,7708,;
7610,7709,;
7611,7710,;
7612,7711,;
7613,7712,;
7614,7713,;
7615,7714,;
7616,7715,;
7617,7716,;
7618,7717,;
7619,7718,;
7620,;
7621,;
7521,7622,;
7522,7623,;
7523,7624,;
7524,;
7624,7525,;
7625,7526,;
7626,7527,;
7627,;
7628,7729,;
7629,7730,;
7630,7731,;
7631,7732,;
7632,7733,;
7633,7734,;
7634,7735,;
7635,7736,;
7636,7737,;
7637,7738,;
7638,7739,;
7639,7740,;
7640,7741,;
7641,7742,;
7642,7743,;
7643,7744,;
7644,7745,;
7645,7746,;
7646,7747,;
7647,7649,7748,;
7650,7749,;
7651,7750,;
7652,7751,;
7653,7752,;
7654,7753,;
7655,7754,;
7656,7755,;
7657,7756,;
7658,7757,;
7659,7758,;
7660,7759,;
7661,7760,;
7662,7761,;
7663,7762,;
7664,7763,;
7665,7764,;
7666,7765,;
7667,7766,;
7668,7767,;
7669,7768,;
7670,7769,;
7671,;
7672,;
7572,7673,;
7573,7674,;
7574,;
7674,7575,;
7675,7576,;
7676,;
7677,;
7678,7779,;
7679,7780,;
7680,7781,;
7681,7782,;
7682,7783,;
7683,7784,;
7684,7785,;
7685,7786,;
7686,7787,;
7687,7788,;
7688,7789,;
7689,7790,;
7690,7791,;
7691,7792,;
7692,7793,;
7693,7794,;
7694,7795,;
7695,7796,;
7696,7797,;
7697,7798,;
7698,7799,;
7701,7800,;
7702,7801,;
7703,7802,;
7704,7803,;
7705,7804,;
7706,7805,;
7707,7806,;
7708,7807,;
7709,7808,;
7710,7809,;
7711,7810,;
7712,7811,;
7713,7812,;
7714,7813,;
7715,7814,;
7716,7815,;
7717,7816,;
7718,;
7719,;
7619,7720,;
7620,7721,;
7621,7722,;
7622,7723,;
7623,7724,;
7624,;
7724,7625,;
7725,7626,;
7726,7627,;
7727,7628,;
7728,;
7729,7830,;
7730,7831,;
7731,7832,;
7732,7833,;
7733,7834,;
7734,7835,;
7735,7836,;
7736,7837,;
7737,7838,;
7738,7839,;
7739,7840,;
7740,7841,;
7741,7842,;
7742,7843,;
7743,7844,;
7744,7845,;
7745,7846,;
7746,7748,7847,;
7749,7848,;
7750,7849,;
7751,7850,;
7752,7851,;
7753,7852,;
7754,7853,;
7755,7854,;
7756,7855,;
7757,7856,;
7758,7857,;
7759,7858,;
7760,7859,;
7761,7860,;
7762,7861,;
7763,7862,;
7764,7863,;
7765,7864,;
7766,7865,;
7767,7866,;
7768,7867,;
7769,7868,;
7770,;
7670,7771,;
7671,7772,;
7672,7773,;
7673,7774,;
7674,;
7774,7675,;
7775,7676,;
7776,7677,;
7777,7678,;
7778,;
7779,;
7780,7881,;
7781,7882,;
7782,7883,;
7783,7884,;
7784,7885,;
7785,7886,;
7786,7887,;
7787,7888,;
7788,7889,;
7789,7890,;
7790,7891,;
7791,7892,;
7792,7893,;
7793,7894,;
7794,7895,;
7795,7896,;
7796,7897,;
7797,7898,;
7798,7899,;
7801,7900,;
7802,7901,;
7803,7902,;
7804,7903,;
7805,7904,;
7806,7905,;
7807,7906,;
7808,7907,;
7809,7908,;
7810,7909,;
7811,7910,;
7812,7911,;
7813,7912,;
7814,7913,;
7815,7914,;
7816,;
7817,;
7717,7818,;
7718,7819,;
7719,7820,;
7720,7821,;
7721,7822,;
7722,7823,;
7723,7824,;
7724,;
7824,7725,;
7825,7726,;
7826,7727,;
7827,7728,;
7828,7729,;
7829,;
7830,7931,;
7831,7932,;
7832,7933,;
7833,7934,;
7834,7935,;
7835,7936,;
7836,7937,;
7837,7938,;
7838,7939,;
7839,7940,;
7840,7941,;
7841,7942,;
7842,7943,;
7843,7944,;
7844,7945,;
7845,7946,;
7846,7947,;
7847,7849,7948,;
7850,7949,;
7851,7950,;
7852,7951,;
7853,7952,;
7854,7953,;
7855,7954,;
7856,7955,;
7857,7956,;
7858,7957,;
7859,7958,;
7860,7959,;
7861,7960,;
7862,7961,;
7863,7962,;
7864,7963,;
7865,7964,;
7866,7965,;
7867,7966,;
7868,7967,;
7869,7968,;
7769,7870,;
7770,7871,;
7771,7872,;
7772,7873,;
7773,7874,;
7774,;
7874,7775,;
7875,7776,;
7876,7777,;
7877,7778,;
7878,7779,;
7879,7780,;
7880,;
7881,7982,;
7882,7983,;
7883,7984,;
7884,7985,;
7885,7986,;
7886,7987,;
7887,7988,;
7888,7989,;
7889,7990,;
7890,7991,;
7891,7992,;
7892,7993,;
7893,7994,;
7894,7995,;
7895,7996,;
7896,7997,;
7897,7998,;
7898,7999,;
7901,8000,;
7902,8001,;
7903,8002,;
7904,8003,;
7905,8004,;
7906,8005,;
7907,8006,;
7908,8007,;
7909,8008,;
7910,8009,;
7911,8010,;
7912,8011,;
7913,8012,;
7914,8013,;
7915,;
7815,7916,;
7816,7917,;
7817,7918,;
7818,7919,;
7819,7920,;
7820,7921,;
7821,7922,;
7822,7923,;
7823,;
7923,7824,;
7924,7825,;
7925,7826,;
7926,7827,;
7927,7828,;
7928,7829,;
7929,7830,;
7930,;
7931,8032,;
7932,8033,;
7933,8034,;
7934,8035,;
7935,8036,;
7936,8037,;
7937,8038,;
7938,8039,;
7939,8040,;
7940,8041,;
7941,8042,;
7942,8043,;
7943,8044,;
7944,8045,;
7945,8046,;
7946,8047,;
7947,7949,8048,;
7950,8049,;
7951,8050,;
7952,8051,;
7953,8052,;
7954,8053,;
7955,8054,;
7956,8055,;
7957,8056,;
7958,8057,;
7959,8058,;
7960,8059,;
7961,8060,;
7962,8061,;
7963,8062,;
7964,8063,;
7965,8064,;
7966,8065,;
7967,8066,;
7968,;
7969,;
7869,7970,;
7870,7971,;
7871,7972,;
7872,7973,;
7873,7974,;
7874,7975,;
7875,;
7975,7876,;
7976,7877,;
7977,7878,;
7978,7879,;
7979,7880,;
7980,7881,;
7981,;
7982,8083,;
7983,8084,;
7984,8085,;
7985,8086,;
7986,8087,;
7987,8088,;
7988,8089,;
7989,8090,;
7990,8091,;
7991,8092,;
7992,8093,;
7993,8094,;
7994,8095,;
7995,8096,;
7996,8097,;
7997,8098,;
7998,8099,;
8001,8100,;
8002,8101,;
8003,8102,;
8004,8103,;
8005,8104,;
8006,8105,;
8007,8106,;
8008,8107,;
8009,8108,;
8010,8109,;
8011,8110,;
8012,8111,;
8013,8112,;
8014,;
7914,8015,;
7915,8016,;
7916,8017,;
7917,8018,;
7918,8019,;
7919,8020,;
7920,8021,;
7921,8022,;
7922,8023,;
7923,;
8023,7924,;
8024,7925,;
8025,7926,;
8026,7927,;
8027,7928,;
8028,7929,;
8029,7930,;
8030,7931,;
8031,;
8032,8133,;
8033,8134,;
8034,8135,;
8035,8136,;
8036,8137,;
8037,8138,;
8038,8139,;
8039,8140,;
8040,8141,;
8041,8142,;
8042,8143,;
8043,8144,;
8044,8145,;
8045,8146,;
8046,8147,;
8047,8148,;
8048,8050,8149,;
8051,8150,;
8052,8151,;
8053,8152,;
8054,8153,;
8055,8154,;
8056,8155,;
8057,8156,;
8058,8157,;
8059,8158,;
8060,8159,;
8061,8160,;
8062,8161,;
8063,8162,;
8064,8163,;
8065,8164,;
8066,8165,;
8067,8166,;
7967,8068,;
7968,8069,;
7969,8070,;
7970,8071,;
7971,8072,;
7972,8073,;
7973,8074,;
7974,8075,;
7975,;
8075,7976,;
8076,7977,;
8077,7978,;
8078,7979,;
8079,7980,;
8080,7981,;
8081,7982,;
8082,;
8083,8184,;
8084,8185,;
8085,8186,;
8086,8187,;
8087,8188,;
8088,8189,;
8089,8190,;
8090,8191,;
8091,8192,;
8092,8193,;
8093,8194,;
8094,8195,;
8095,8196,;
8096,8197,;
8097,8198,;
8098,8199,;
8101,8200,;
8102,8201,;
8103,8202,;
8104,8203,;
8105,8204,;
8106,8205,;
8107,8206,;
8108,8207,;
8109,8208,;
8110,8209,;
8111,8210,;
8112,8211,;
8113,;
8013,8114,;
8014,8115,;
8015,8116,;
8016,8117,;
8017,8118,;
8018,8119,;
8019,8120,;
8020,8121,;
8021,8122,;
8022,8123,;
8023,;
8123,8024,;
8124,8025,;
8125,8026,;
8126,8027,;
8127,8028,;
8128,8029,;
8129,8030,;
8130,8031,;
8131,8032,;
8132,;
8133,8234,;
8134,8235,;
8135,8236,;
8136,8237,;
8137,8238,;
8138,8239,;
8139,8240,;
8140,8241,;
8141,8242,;
8142,8243,;
8143,8244,;
8144,8245,;
8145,8246,;
8146,8247,;
8147,8248,;
8148,8249,;
8149,8151,8250,;
8152,8251,;
8153,8252,;
8154,8253,;
8155,8254,;
8156,8255,;
8157,8256,;
8158,8257,;
8159,8258,;
8160,8259,;
8161,8260,;
8162,8261,;
8163,8262,;
8164,8263,;
8165,8264,;
8166,8265,;
8167,;
8067,8168,;
8068,8169,;
8069,8170,;
8070,8171,;
8071,8172,;
8072,8173,;
8073,8174,;
8074,8175,;
8075,;
8175,8076,;
8176,8077,;
8177,8078,;
8178,8079,;
8179,8080,;
8180,8081,;
8181,8082,;
8182,8083,;
8183,8284,;
8184,8285,;
8185,8286,;
8186,8287,;
8187,8288,;
8188,8289,;
8189,8290,;
8190,8291,;
8191,8292,;
8192,8293,;
8193,8294,;
8194,8295,;
8195,8296,;
8196,8297,;
8197,8298,;
8198,8299,;
8201,8300,;
8202,8301,;
8203,8302,;
8204,8303,;
8205,8304,;
8206,8305,;
8207,8306,;
8208,8307,;
8209,8308,;
8210,8309,;
8211,8310,;
8212,8311,;
8112,8213,;
8113,8214,;
8114,8215,;
8115,8216,;
8116,8217,;
8117,8218,;
8118,8219,;
8119,8220,;
8120,8221,;
8121,8222,;
8122,;
8222,8123,;
8223,8124,;
8224,8125,;
8225,8126,;
8226,8127,;
8227,8128,;
8228,8129,;
8229,8130,;
8230,8131,;
8231,8132,;
8232,8133,;
8233,8334,;
8234,8335,;
8235,8336,;
8236,8337,;
8237,8338,;
8238,8339,;
8239,8340,;
8240,8341,;
8241,8342,;
8242,8343,;
8243,8344,;
8244,8345,;
8245,8346,;
8246,8347,;
8247,8348,;
8248,8349,;
8249,8251,8350,;
8252,8351,;
8253,8352,;
8254,8353,;
8255,8354,;
8256,8355,;
8257,8356,;
8258,8357,;
8259,8358,;
8260,8359,;
8261,8360,;
8262,8361,;
8263,8362,;
8264,8363,;
8265,8364,;
8266,8365,;
8166,8267,8366,;
8167,8268,;
8168,8269,;
8169,8270,;
8170,8271,;
8171,8272,;
8172,8273,;
8173,8274,;
8174,8275,;
8175,;
8275,8176,;
8276,8177,;
8277,8178,;
8278,8179,;
8279,8180,;
8280,8181,;
8281,8182,;
8282,8183,;
8283,;
8284,8385,;
8285,8386,;
8286,8387,;
8287,8388,;
8288,8389,;
8289,8390,;
8290,8391,;
8291,8392,;
8292,8393,;
8293,8394,;
8294,8395,;
8295,8396,;
8296,8397,;
8297,8398,;
8298,8399,;
8301,8400,;
8302,8401,;
8303,8402,;
8304,8403,;
8305,8404,;
8306,8405,;
8307,8406,;
8308,8407,;
8309,8408,;
8310,8409,;
8311,8410,;
8312,8411,;
8212,8313,;
8213,8314,;
8214,8315,;
8215,8316,;
8216,8317,;
8217,8318,;
8218,8319,;
8219,8320,;
8220,8321,;
8221,8322,;
8222,;
8322,8223,;
8323,8224,;
8324,8225,;
8325,8226,;
8326,8227,;
8327,8228,;
8328,8229,;
8329,8230,;
8330,8231,;
8331,8232,;
8332,8233,;
8333,8434,;
8334,8435,;
8335,8436,;
8336,8437,;
8337,8438,;
8338,8439,;
8339,8440,;
8340,8441,;
8341,8442,;
8342,8443,;
8343,8444,;
8344,8445,;
8345,8446,;
8346,8447,;
8347,8448,;
8348,8449,;
8349,8351,8450,;
8352,8451,;
8353,8452,;
8354,8453,;
8355,8454,;
8356,8455,;
8357,8456,;
8358,8457,;
8359,8458,;
8360,8459,;
8361,8460,;
8362,8461,;
8363,8462,;
8364,8463,;
8365,8464,;
8366,8465,;
8367,;
8267,8368,;
8268,8369,;
8269,8370,;
8270,8371,;
8271,8372,;
8272,8373,;
8273,8374,;
8274,8375,;
8275,;
8375,8276,;
8376,8277,;
8377,8278,;
8378,8279,;
8379,8280,;
8380,8281,;
8381,8282,;
8382,8283,;
8383,8284,;
8384,;
8385,8486,;
8386,8487,;
8387,8488,;
8388,8489,;
8389,8490,;
8390,8491,;
8391,8492,;
8392,8493,;
8393,8494,;
8394,8495,;
8395,8496,;
8396,8497,;
8397,8498,;
8398,8499,;
8401,8500,;
8402,8501,;
8403,8502,;
8404,8503,;
8405,8504,;
8406,8505,;
8407,8506,;
8408,8507,;
8409,8508,;
8410,8509,;
8411,8510,;
8412,8511,;
8312,8413,;
8313,8414,;
8314,8415,;
8315,8416,;
8316,8417,;
8317,8418,;
8318,8419,;
8319,8420,;
8320,8421,;
8321,8422,;
8322,;
8422,8323,;
8423,8324,;
8424,8325,;
8425,8326,;
8426,8327,;
8427,8328,;
8428,8329,;
8429,8330,;
8430,8331,;
8431,8332,;
8432,8333,;
8433,8534,;
8434,8535,;
8435,8536,;
8436,8537,;
8437,8538,;
8438,8539,;
8439,8540,;
8440,8541,;
8441,8542,;
8442,8543,;
8443,8544,;
8444,8545,;
8445,8546,;
8446,8547,;
8447,8548,;
8448,8549,;
8449,8451,8550,;
8452,8551,;
8453,8552,;
8454,8553,;
8455,8554,;
8456,8555,;
8457,8556,;
8458,8557,;
8459,8558,;
8460,8559,;
8461,8560,;
8462,8561,;
8463,8562,;
8464,8563,;
8465,8564,;
8466,8565,;
8366,8467,;
8367,8468,;
8368,8469,;
8369,8470,;
8370,8471,;
8371,8472,;
8372,8473,;
8373,8474,;
8374,8475,;
8375,8476,;
8376,;
8476,8377,;
8477,8378,;
8478,8379,;
8479,8380,;
8480,8381,;
8481,8382,;
8482,8383,;
8483,8384,;
8484,8385,;
8485,8586,;
8486,8587,;
8487,8588,;
8488,8589,;
8489,8590,;
8490,8591,;
8491,8592,;
8492,8593,;
8493,8594,;
8494,8595,;
8495,8596,;
8496,8597,;
8497,8598,;
8498,8599,;
8501,8600,;
8502,8601,;
8503,8602,;
8504,8603,;
8505,8604,;
8506,8605,;
8507,8606,;
8508,8607,;
8509,8608,;
8510,8609,;
8511,;
8512,;
8412,8513,;
8413,8514,;
8414,8515,;
8415,8516,;
8416,8517,;
8417,8518,;
8418,8519,;
8419,8520,;
8420,8521,;
8421,8522,;
8422,;
8522,8423,;
8523,8424,;
8524,8425,;
8525,8426,;
8526,8427,;
8527,8428,;
8528,8429,;
8529,8430,;
8530,8431,;
8531,8432,;
8532,8433,;
8533,8634,;
8534,8635,;
8535,8636,;
8536,8637,;
8537,8638,;
8538,8639,;
8539,8640,;
8540,8641,;
8541,8642,;
8542,8643,;
8543,8644,;
8544,8645,;
8545,8646,;
8546,8647,;
8547,8648,;
8548,8649,;
8549,8551,8650,;
8552,8651,;
8553,8652,;
8554,8653,;
8555,8654,;
8556,8655,;
8557,8656,;
8558,8657,;
8559,8658,;
8560,8659,;
8561,8660,;
8562,8661,;
8563,8662,;
8564,8663,;
8565,8664,;
8566,8665,;
8466,8567,;
8467,8568,;
8468,8569,;
8469,8570,;
8470,8571,;
8471,8572,;
8472,8573,;
8473,8574,;
8474,8575,;
8475,8576,;
8476,;
8576,8477,;
8577,8478,;
8578,8479,;
8579,8480,;
8580,8481,;
8581,8482,;
8582,8483,;
8583,8484,;
8584,8485,;
8585,;
8586,8687,;
8587,8688,;
8588,8689,;
8589,8690,;
8590,8691,;
8591,8692,;
8592,8693,;
8593,8694,;
8594,8695,;
8595,8696,;
8596,8697,;
8597,8698,;
8598,8699,;
8601,8700,;
8602,8701,;
8603,8702,;
8604,8703,;
8605,8704,;
8606,8705,;
8607,8706,;
8608,8707,;
8609,8708,;
8610,8709,;
8510,8611,;
8511,8612,;
8512,8613,;
8513,8614,;
8514,8615,;
8515,8616,;
8516,8617,;
8517,8618,;
8518,8619,;
8519,8620,;
8520,8621,;
8521,;
8621,8522,;
8622,8523,;
8623,8524,;
8624,8525,;
8625,8526,;
8626,8527,;
8627,8528,;
8628,8529,;
8629,8530,;
8630,8531,;
8631,8532,;
8632,8533,;
8633,;
8634,8735,;
8635,8736,;
8636,8737,;
8637,8738,;
8638,8739,;
8639,8740,;
8640,8741,;
8641,8742,;
8642,8743,;
8643,8744,;
8644,8745,;
8645,8746,;
8646,8747,;
8647,8748,;
8648,8650,8749,;
8651,8750,;
8652,8751,;
8653,8752,;
8654,8753,;
8655,8754,;
8656,8755,;
8657,8756,;
8658,8757,;
8659,8758,;
8660,8759,;
8661,8760,;
8662,8761,;
8663,8762,;
8664,8763,;
8665,8764,;
8666,8765,;
8566,8667,;
8567,8668,;
8568,8669,;
8569,8670,;
8570,8671,;
8571,8672,;
8572,8673,;
8573,8674,;
8574,8675,;
8575,8676,;
8576,;
8676,8577,;
8677,8578,;
8678,8579,;
8679,8580,;
8680,8581,;
8681,8582,;
8682,8583,;
8683,8584,;
8684,8585,;
8685,8586,;
8686,8787,;
8687,8788,;
8688,8789,;
8689,8790,;
8690,8791,;
8691,8792,;
8692,8793,;
8693,8794,;
8694,8795,;
8695,8796,;
8696,8797,;
8697,8798,;
8698,8799,;
8701,8800,;
8702,8801,;
8703,8802,;
8704,8803,;
8705,8804,;
8706,8805,;
8707,8806,;
8708,8807,;
8709,8808,;
8710,;
8610,8711,;
8611,8712,;
8612,8713,;
8613,8714,;
8614,8715,;
8615,8716,;
8616,8717,;
8617,8718,;
8618,8719,;
8619,8720,;
8620,;
8720,8621,;
8721,8622,;
8722,8623,;
8723,8624,;
8724,8625,;
8725,8626,;
8726,8627,;
8727,8628,;
8728,8629,;
8729,8630,;
8730,8631,;
8731,8632,;
8732,8633,;
8733,8634,;
8734,8835,;
8735,8836,;
8736,8837,;
8737,8838,;
8738,8839,;
8739,8840,;
8740,8841,;
8741,8842,;
8742,8843,;
8743,8844,;
8744,8845,;
8745,8846,;
8746,8847,;
8747,8848,;
8748,8750,8849,;
8751,8850,;
8752,8851,;
8753,8852,;
8754,8853,;
8755,8854,;
8756,8855,;
8757,8856,;
8758,8857,;
8759,8858,;
8760,8859,;
8761,8860,;
8762,8861,;
8763,8862,;
8764,8863,;
8765,8864,;
8766,8865,;
8666,8767,;
8667,8768,;
8668,8769,;
8669,8770,;
8670,8771,;
8671,8772,;
8672,8773,;
8673,8774,;
8674,8775,;
8675,8776,;
8676,8777,;
8677,;
8777,8678,;
8778,8679,;
8779,8680,;
8780,8681,;
8781,8682,;
8782,8683,;
8783,8684,;
8784,8685,;
8785,8686,;
8786,;
8787,8888,;
8788,8889,;
8789,8890,;
8790,8891,;
8791,8892,;
8792,8893,;
8793,8894,;
8794,8895,;
8795,8896,;
8796,8897,;
8797,8898,;
8798,8899,;
8801,8900,;
8802,8901,;
8803,8902,;
8804,8903,;
8805,8904,;
8806,8905,;
8807,8906,;
8808,8907,;
8809,8908,;
8709,8810,;
8710,8811,;
8711,8812,;
8712,8813,;
8713,8814,;
8714,8815,;
8715,8816,;
8716,8817,;
8717,8818,;
8718,8819,;
8719,;
8819,8720,;
8820,8721,;
8821,8722,;
8822,8723,;
8823,8724,;
8824,8725,;
8825,8726,;
8826,8727,;
8827,8728,;
8828,8729,;
8829,8730,;
8830,8731,;
8831,8732,;
8832,8733,;
8833,8734,;
8834,8935,;
8835,8936,;
8836,8937,;
8837,8938,;
8838,8939,;
8839,8940,;
8840,8941,;
8841,8942,;
8842,8943,;
8843,8944,;
8844,8945,;
8845,8946,;
8846,8947,;
8847,8948,;
8848,8850,8949,;
8851,8950,;
8852,8951,;
8853,8952,;
8854,8953,;
8855,8954,;
8856,8955,;
8857,8956,;
8858,8957,;
8859,8958,;
8860,8959,;
8861,8960,;
8862,8961,;
8863,8962,;
8864,8963,;
8865,8964,;
8866,;
8766,8867,;
8767,8868,;
8768,8869,;
8769,8870,;
8770,8871,;
8771,8872,;
8772,8873,;
8773,8874,;
8774,8875,;
8775,8876,;
8776,8877,;
8777,8878,;
8778,;
8878,8779,;
8879,8780,;
8880,8781,;
8881,8782,;
8882,8783,;
8883,8784,;
8884,8785,;
8885,8786,;
8886,8787,;
8887,;
8888,8989,;
8889,8990,;
8890,8991,;
8891,8992,;
8892,8993,;
8893,8994,;
8894,8995,;
8895,8996,;
8896,8997,;
8897,8998,;
8898,8999,;
8901,9000,;
8902,9001,;
8903,9002,;
8904,9003,;
8905,9004,;
8906,9005,;
8907,9006,;
8908,9007,;
8909,;
8809,8910,;
8810,8911,;
8811,8912,;
8812,8913,;
8813,8914,;
8814,8915,;
8815,8916,;
8816,8917,;
8817,8918,;
8818,8919,;
8819,;
8919,8820,;
8920,8821,;
8921,8822,;
8922,8823,;
8923,8824,;
8924,8825,;
8925,8826,;
8926,8827,;
8927,8828,;
8928,8829,;
8929,8830,;
8930,8831,;
8931,8832,;
8932,8833,;
8933,8834,;
8934,9035,;
8935,9036,;
8936,9037,;
8937,9038,;
8938,9039,;
8939,9040,;
8940,9041,;
8941,9042,;
8942,9043,;
8943,9044,;
8944,9045,;
8945,9046,;
8946,9047,;
8947,9048,;
8948,9049,;
8949,8951,9050,;
8952,9051,;
8953,9052,;
8954,9053,;
8955,9054,;
8956,9055,;
8957,9056,;
8958,9057,;
8959,9058,;
8960,9059,;
8961,9060,;
8962,9061,;
8963,9062,;
8964,9063,;
8965,9064,;
8865,8966,;
8866,8967,;
8867,8968,;
8868,8969,;
8869,8970,;
8870,8971,;
8871,8972,;
8872,8973,;
8873,8974,;
8874,8975,;
8875,8976,;
8876,8977,;
8877,8978,;
8878,8979,;
8879,;
8979,8880,;
8980,8881,;
8981,8882,;
8982,8883,;
8983,8884,;
8984,8885,;
8985,8886,;
8986,8887,;
8987,8888,;
8988,9089,;
8989,9090,;
8990,9091,;
8991,9092,;
8992,9093,;
8993,9094,;
8994,9095,;
8995,9096,;
8996,9097,;
8997,9098,;
8998,9099,;
9001,9100,;
9002,9101,;
9003,9102,;
9004,9103,;
9005,9104,;
9006,9105,;
9007,9106,;
9008,9107,;
8908,9009,;
8909,9010,;
8910,9011,;
8911,9012,;
8912,9013,;
8913,9014,;
8914,9015,;
8915,9016,;
8916,9017,;
8917,;
9017,8918,;
9018,8919,;
9019,8920,;
9020,8921,;
9021,8922,;
9022,8923,;
9023,8924,;
9024,8925,;
9025,8926,;
9026,8927,;
9027,8928,;
9028,8929,;
9029,8930,;
9030,8931,;
9031,8932,;
9032,8933,;
9033,8934,;
9034,9135,;
